author_id,work_id,seq,latin_name,greek_name,latin_title,greek_title,english_title,cts_urn,cts_confirmed,exportable
0428,003,2,Cantharus,,Fragmentum,,,urn:cts:greekLit:tlg0428.tlg003,0,0
0428,005,3,Cantharus,,Fragmenta et tituli,,,urn:cts:greekLit:tlg0428.tlg005,0,0
0429,001,1,Cephisodorus,,Fragmenta,,,urn:cts:greekLit:tlg0429.tlg001,0,0
0429,003,2,Cephisodorus,,Fragmenta,,,urn:cts:greekLit:tlg0429.tlg003,0,0
0430,001,1,Chariclides,,Fragmenta,,,urn:cts:greekLit:tlg0430.tlg001,0,0
0430,003,2,Chariclides,,Fragmentum,,,urn:cts:greekLit:tlg0430.tlg003,0,0
0431,001,1,Chionides,Χιονίδης,Fragmenta,,,urn:cts:greekLit:tlg0431.tlg001,0,0
0431,004,2,Chionides,Χιονίδης,Fragmenta,,,urn:cts:greekLit:tlg0431.tlg004,0,0
0432,001,1,Clearchus,,Fragmenta,,,urn:cts:greekLit:tlg0432.tlg001,0,0
0432,003,2,Clearchus,,Fragmenta,,,urn:cts:greekLit:tlg0432.tlg003,0,0
0433,001,1,Crates,,Fragmenta,,,urn:cts:greekLit:tlg0433.tlg001,0,0
0433,003,2,Crates,,Fragmenta,,,urn:cts:greekLit:tlg0433.tlg003,0,0
0433,006,3,Crates,,Fragmenta,,,urn:cts:greekLit:tlg0433.tlg006,0,0
0434,001,1,Cratinus,Κρατῖνος,Fragmenta,,,urn:cts:greekLit:tlg0434.tlg001,0,0
0434,003,2,Cratinus,Κρατῖνος,Fragmenta,,,urn:cts:greekLit:tlg0434.tlg003,0,0
0434,005,3,Cratinus,Κρατῖνος,Fragmenta,,,urn:cts:greekLit:tlg0434.tlg005,0,0
0434,007,4,Cratinus,Κρατῖνος,Fragmenta,,,urn:cts:greekLit:tlg0434.tlg007,0,0
0435,001,1,Cratinus Junior,,Fragmenta,,,urn:cts:greekLit:tlg0435.tlg001,0,0
0435,003,2,Cratinus Junior,,Fragmenta,,,urn:cts:greekLit:tlg0435.tlg003,0,0
0436,001,1,Crito,,Fragmenta,,,urn:cts:greekLit:tlg0436.tlg001,0,0
0436,003,2,Crito,,Fragmenta,,,urn:cts:greekLit:tlg0436.tlg003,0,0
0437,001,1,Crobylus,,Fragmenta,,,urn:cts:greekLit:tlg0437.tlg001,0,0
0437,003,2,Crobylus,,Fragmenta,,,urn:cts:greekLit:tlg0437.tlg003,0,0
0438,001,1,Damoxenus,,Fragmenta,,,urn:cts:greekLit:tlg0438.tlg001,0,0
0438,003,2,Damoxenus,,Fragmenta,,,urn:cts:greekLit:tlg0438.tlg003,0,0
0439,001,1,Demetrius,,Fragmenta,,,urn:cts:greekLit:tlg0439.tlg001,0,0
0439,004,2,Demetrius,,Fragmenta,,,urn:cts:greekLit:tlg0439.tlg004,0,0
0440,001,1,Demetrius Junior,,Fragmenta,,,urn:cts:greekLit:tlg0440.tlg001,0,0
0440,003,2,Demetrius Junior,,Fragmenta,,,urn:cts:greekLit:tlg0440.tlg003,0,0
0441,001,1,Demonicus,,Fragmenta,,,urn:cts:greekLit:tlg0441.tlg001,0,0
0441,003,2,Demonicus,,Fragmentum,,,urn:cts:greekLit:tlg0441.tlg003,0,0
0442,001,1,Dexicrates,,Fragmenta,,,urn:cts:greekLit:tlg0442.tlg001,0,0
0442,003,2,Dexicrates,,Fragmentum,,,urn:cts:greekLit:tlg0442.tlg003,0,0
0443,001,1,Diocles,,Fragmenta,,,urn:cts:greekLit:tlg0443.tlg001,0,0
0443,003,2,Diocles,,Fragmenta,,,urn:cts:greekLit:tlg0443.tlg003,0,0
0443,005,3,Diocles,,Fragmenta,,,urn:cts:greekLit:tlg0443.tlg005,0,0
0444,001,1,Diodorus,,Fragmenta,,,urn:cts:greekLit:tlg0444.tlg001,0,0
0444,003,2,Diodorus,,Fragmenta,,,urn:cts:greekLit:tlg0444.tlg003,0,0
0445,001,1,Dionysius,,Fragmenta,,,urn:cts:greekLit:tlg0445.tlg001,0,0
0445,004,2,Dionysius,,Fragmenta,,,urn:cts:greekLit:tlg0445.tlg004,0,0
0446,001,1,Dioxippus,,Fragmenta,,,urn:cts:greekLit:tlg0446.tlg001,0,0
0446,003,2,Dioxippus,,Fragmenta,,,urn:cts:greekLit:tlg0446.tlg003,0,0
0447,001,1,Diphilus,,Fragmenta,,,urn:cts:greekLit:tlg0447.tlg001,0,0
0447,003,2,Diphilus,,Fragmenta,,,urn:cts:greekLit:tlg0447.tlg003,0,0
0447,005,3,Diphilus,,Fragmenta,,,urn:cts:greekLit:tlg0447.tlg005,0,0
0448,001,1,Dromo,,Fragmenta,,,urn:cts:greekLit:tlg0448.tlg001,0,0
0448,003,2,Dromo,,Fragmenta,,,urn:cts:greekLit:tlg0448.tlg003,0,0
0449,001,1,Ecphantides,,Fragmenta,,,urn:cts:greekLit:tlg0449.tlg001,0,0
0449,004,2,Ecphantides,,Fragmenta,,,urn:cts:greekLit:tlg0449.tlg004,0,0
0450,001,1,Ephippus,,Fragmenta,,,urn:cts:greekLit:tlg0450.tlg001,0,0
0450,004,2,Ephippus,,Fragmenta,,,urn:cts:greekLit:tlg0450.tlg004,0,0
0451,001,1,Epicrates,,Fragmenta,,,urn:cts:greekLit:tlg0451.tlg001,0,0
0451,003,2,Epicrates,,Fragmenta,,,urn:cts:greekLit:tlg0451.tlg003,0,0
0452,001,1,Epigenes,,Fragmenta,,,urn:cts:greekLit:tlg0452.tlg001,0,0
0452,003,2,Epigenes,,Fragmenta,,,urn:cts:greekLit:tlg0452.tlg003,0,0
0453,001,1,Epilycus,,Fragmenta,,,urn:cts:greekLit:tlg0453.tlg001,0,0
0453,003,2,Epilycus,,Fragmentum,,,urn:cts:greekLit:tlg0453.tlg003,0,0
0453,004,3,Epilycus,,Fragmenta,,,urn:cts:greekLit:tlg0453.tlg004,0,0
0454,001,1,Epinicus,,Fragmenta,,,urn:cts:greekLit:tlg0454.tlg001,0,0
0454,003,2,Epinicus,,Fragmenta,,,urn:cts:greekLit:tlg0454.tlg003,0,0
0455,001,1,Eriphus,,Fragmenta,,,urn:cts:greekLit:tlg0455.tlg001,0,0
0455,003,2,Eriphus,,Fragmenta,,,urn:cts:greekLit:tlg0455.tlg003,0,0
0456,001,1,Euangelus,,Fragmenta,,,urn:cts:greekLit:tlg0456.tlg001,0,0
0456,003,2,Euangelus,,Fragmentum,,,urn:cts:greekLit:tlg0456.tlg003,0,0
0457,001,1,Eubulides,,Fragmenta,,,urn:cts:greekLit:tlg0457.tlg001,0,0
0457,003,2,Eubulides,,Fragmentum,,,urn:cts:greekLit:tlg0457.tlg003,0,0
0458,001,1,Eubulus,,Fragmentum,,,urn:cts:greekLit:tlg0458.tlg001,0,0
0458,003,2,Eubulus,,Fragmenta,,,urn:cts:greekLit:tlg0458.tlg003,0,0
0458,005,3,Eubulus,,Fragmenta,,,urn:cts:greekLit:tlg0458.tlg005,0,0
0458,007,4,Eubulus,,Fragmenta,,,urn:cts:greekLit:tlg0458.tlg007,0,0
0459,001,1,Eunicus,,Fragmentum,,,urn:cts:greekLit:tlg0459.tlg001,0,0
0459,003,2,Eunicus,,Fragmenta,,,urn:cts:greekLit:tlg0459.tlg003,0,0
0460,001,1,Euphro,,Fragmenta,,,urn:cts:greekLit:tlg0460.tlg001,0,0
0460,003,2,Euphro,,Fragmenta,,,urn:cts:greekLit:tlg0460.tlg003,0,0
0461,001,1,Eupolis,,Fragmenta,,,urn:cts:greekLit:tlg0461.tlg001,0,0
0461,003,2,Eupolis,,Fragmentum,,,urn:cts:greekLit:tlg0461.tlg003,0,0
0461,007,3,Eupolis,,Fragmenta,,,urn:cts:greekLit:tlg0461.tlg007,0,0
0462,001,1,Euthycles,,Fragmenta,,,urn:cts:greekLit:tlg0462.tlg001,0,0
0462,003,2,Euthycles,,Fragmenta,,,urn:cts:greekLit:tlg0462.tlg003,0,0
0463,001,1,Hegemon,,Fragmenta,,,urn:cts:greekLit:tlg0463.tlg001,0,0
0463,003,2,Hegemon,,Fragmentum,,,urn:cts:greekLit:tlg0463.tlg003,0,0
0463,004,3,Hegemon,,Fragmentum,,,urn:cts:greekLit:tlg0463.tlg004,0,0
0464,001,1,Hegesippus,,Fragmenta,,,urn:cts:greekLit:tlg0464.tlg001,0,0
0464,003,2,Hegesippus,,Fragmenta,,,urn:cts:greekLit:tlg0464.tlg003,0,0
0465,001,1,Heniochus,,Fragmenta,,,urn:cts:greekLit:tlg0465.tlg001,0,0
0465,003,2,Heniochus,,Fragmenta,,,urn:cts:greekLit:tlg0465.tlg003,0,0
0466,001,1,Heraclides,,Fragmenta,,,urn:cts:greekLit:tlg0466.tlg001,0,0
0466,003,2,Heraclides,,Incertae fabulae fragmentum,,,urn:cts:greekLit:tlg0466.tlg003,0,0
0468,001,1,Hipparchus,,Fragmenta,,,urn:cts:greekLit:tlg0468.tlg001,0,0
0468,003,2,Hipparchus,,Fragmenta,,,urn:cts:greekLit:tlg0468.tlg003,0,0
0469,001,1,Laon,,Fragmenta,,,urn:cts:greekLit:tlg0469.tlg001,0,0
0469,003,2,Laon,,Fragmenta,,,urn:cts:greekLit:tlg0469.tlg003,0,0
0470,001,1,Leuco,,Fragmentum,,,urn:cts:greekLit:tlg0470.tlg001,0,0
0470,004,2,Leuco,,Fragmenta,,,urn:cts:greekLit:tlg0470.tlg004,0,0
0471,001,1,Lynceus,,Fragmenta (CAF),,,urn:cts:greekLit:tlg0471.tlg001,0,0
0471,003,2,Lynceus,,Fragmentum,,,urn:cts:greekLit:tlg0471.tlg003,0,0
0472,001,1,Lysippus,,Fragmenta,,,urn:cts:greekLit:tlg0472.tlg001,0,0
0472,004,2,Lysippus,,Fragmenta,,,urn:cts:greekLit:tlg0472.tlg004,0,0
0473,002,1,Machon,Μάχων,Fragmenta,,,urn:cts:greekLit:tlg0473.tlg002,0,0
0473,004,2,Machon,Μάχων,Fragmenta,,,urn:cts:greekLit:tlg0473.tlg004,0,0
0474,001,1,Magnes,Μάγνης,Fragmenta,,,urn:cts:greekLit:tlg0474.tlg001,0,0
0474,003,2,Magnes,Μάγνης,Fragmentum,,,urn:cts:greekLit:tlg0474.tlg003,0,0
0474,004,3,Magnes,Μάγνης,Fragmenta,,,urn:cts:greekLit:tlg0474.tlg004,0,0
0475,001,1,Metagenes,,Fragmenta,,,urn:cts:greekLit:tlg0475.tlg001,0,0
0476,001,1,Mnesimachus,,Fragmenta,,,urn:cts:greekLit:tlg0476.tlg001,0,0
0477,001,1,Myrtilus,,Fragmenta,,,urn:cts:greekLit:tlg0477.tlg001,0,0
0477,003,2,Myrtilus,,Fragmenta,,,urn:cts:greekLit:tlg0477.tlg003,0,0
0478,001,1,Nausicrates,,Fragmenta,,,urn:cts:greekLit:tlg0478.tlg001,0,0
0478,003,2,Nausicrates,,Fragmentum,,,urn:cts:greekLit:tlg0478.tlg003,0,0
0479,001,1,Nico,,Fragmenta,,,urn:cts:greekLit:tlg0479.tlg001,0,0
0480,001,1,Nicochares,,Fragmenta,,,urn:cts:greekLit:tlg0480.tlg001,0,0
0480,003,2,Nicochares,,Fragmentum,,,urn:cts:greekLit:tlg0480.tlg003,0,0
0481,001,1,Nicolaus,,Fragmenta,,,urn:cts:greekLit:tlg0481.tlg001,0,0
0482,001,1,Nicomachus,,Fragmenta,,,urn:cts:greekLit:tlg0482.tlg001,0,0
0483,001,1,Nicophon,,Fragmenta,,,urn:cts:greekLit:tlg0483.tlg001,0,0
0484,001,1,Nicostratus,,Fragmenta,,,urn:cts:greekLit:tlg0484.tlg001,0,0
0484,003,2,Nicostratus,,Fragmentum,,,urn:cts:greekLit:tlg0484.tlg003,0,0
0484,004,3,Nicostratus,,Titulus,,,urn:cts:greekLit:tlg0484.tlg004,0,0
0485,001,1,Ophelio,,Fragmenta,,,urn:cts:greekLit:tlg0485.tlg001,0,0
0486,001,1,Pherecrates,,Fragmenta,,,urn:cts:greekLit:tlg0486.tlg001,0,0
0486,003,2,Pherecrates,,Fragmenta,,,urn:cts:greekLit:tlg0486.tlg003,0,0
0486,005,3,Pherecrates,,Fragmentum,,,urn:cts:greekLit:tlg0486.tlg005,0,0
0487,001,1,Philemon,Φιλήμων,Fragmenta,,,urn:cts:greekLit:tlg0487.tlg001,0,0
0487,003,2,Philemon,Φιλήμων,Fragmenta,,,urn:cts:greekLit:tlg0487.tlg003,0,0
0487,006,3,Philemon,Φιλήμων,Titulus,,,urn:cts:greekLit:tlg0487.tlg006,0,0
0487,007,4,Philemon,Φιλήμων,Fragmentum,,,urn:cts:greekLit:tlg0487.tlg007,0,0
0487,008,5,Philemon,Φιλήμων,Epigrammata,,,urn:cts:greekLit:tlg0487.tlg008,0,0
0488,001,1,Philemon Junior,,Fragmenta,,,urn:cts:greekLit:tlg0488.tlg001,0,0
0489,001,1,Philetaerus,,Fragmenta,,,urn:cts:greekLit:tlg0489.tlg001,0,0
0489,003,2,Philetaerus,,Fragmenta,,,urn:cts:greekLit:tlg0489.tlg003,0,0
0490,001,1,Philippides,,Fragmenta,,,urn:cts:greekLit:tlg0490.tlg001,0,0
0491,001,1,Philiscus,,Fragmenta,,,urn:cts:greekLit:tlg0491.tlg001,0,0
0492,001,1,Philonides,,Fragmenta,,,urn:cts:greekLit:tlg0492.tlg001,0,0
0492,003,2,Philonides,,Fragmentum,,,urn:cts:greekLit:tlg0492.tlg003,0,0
0493,001,1,Philostephanus,,Fragmenta,,,urn:cts:greekLit:tlg0493.tlg001,0,0
0494,001,1,Philyllius,,Fragmenta,,,urn:cts:greekLit:tlg0494.tlg001,0,0
0494,002,2,Philyllius,,Fragmentum,,,urn:cts:greekLit:tlg0494.tlg002,0,0
0495,001,1,Phoenicides,,Fragmenta,,,urn:cts:greekLit:tlg0495.tlg001,0,0
0496,001,1,Phrynichus,,Fragmenta,,,urn:cts:greekLit:tlg0496.tlg001,0,0
0496,003,2,Phrynichus,,Fragmentum,,,urn:cts:greekLit:tlg0496.tlg003,0,0
0497,001,1,Plato,Πλάτων Κωμικός,Fragmenta,,,urn:cts:greekLit:tlg0497.tlg001,0,0
0497,003,2,Plato,Πλάτων Κωμικός,Fragmenta Supp. Com. p. 76,,,urn:cts:greekLit:tlg0497.tlg003,0,0
0497,005,3,Plato,Πλάτων Κωμικός,Epigramma,,,urn:cts:greekLit:tlg0497.tlg005,0,0
0497,006,4,Plato,Πλάτων Κωμικός,Fragmentum,,,urn:cts:greekLit:tlg0497.tlg006,0,0
0498,001,1,Poliochus,,Fragmenta,,,urn:cts:greekLit:tlg0498.tlg001,0,0
0499,001,1,Polyzelus,,Fragmenta,,,urn:cts:greekLit:tlg0499.tlg001,0,0
0499,003,2,Polyzelus,,Fragmentum,,,urn:cts:greekLit:tlg0499.tlg003,0,0
0500,001,1,Posidippus,"Ποσείδιππος, Poseidippos",Fragmenta,,,urn:cts:greekLit:tlg0500.tlg001,0,0
0501,001,1,Sannyrion,,Fragmenta,,,urn:cts:greekLit:tlg0501.tlg001,0,0
0501,003,2,Sannyrion,,Fragmentum,,,urn:cts:greekLit:tlg0501.tlg003,0,0
0502,001,1,Sophilus,,Fragmenta,,,urn:cts:greekLit:tlg0502.tlg001,0,0
0503,001,1,Sosicrates,,Fragmenta,,,urn:cts:greekLit:tlg0503.tlg001,0,0
0504,001,1,Sosipater,,Fragmenta,,,urn:cts:greekLit:tlg0504.tlg001,0,0
0505,001,1,Sotades,,Fragmenta,,,urn:cts:greekLit:tlg0505.tlg001,0,0
0505,003,2,Sotades,,Fragmentum,,,urn:cts:greekLit:tlg0505.tlg003,0,0
0506,001,1,Stephanus,,Fragmenta,,,urn:cts:greekLit:tlg0506.tlg001,0,0
0507,001,1,Straton,,Fragmenta,,,urn:cts:greekLit:tlg0507.tlg001,0,0
0508,001,1,Strattis,Στράττις,Fragmenta,,,urn:cts:greekLit:tlg0508.tlg001,0,0
0508,003,2,Strattis,Στράττις,Fragmentum,,,urn:cts:greekLit:tlg0508.tlg003,0,0
0509,001,1,<Myia>,,Epistula ad Phyllidem,,,urn:cts:greekLit:tlg0509.tlg001,1,1
0510,001,1,Teleclides,,Fragmenta,,,urn:cts:greekLit:tlg0510.tlg001,0,0
0510,003,2,Teleclides,,Fragmentum,,,urn:cts:greekLit:tlg0510.tlg003,0,0
0511,001,1,Theognetus,,Fragmenta,,,urn:cts:greekLit:tlg0511.tlg001,0,0
0512,001,1,Theophilus,,Fragmenta,,,urn:cts:greekLit:tlg0512.tlg001,0,0
0513,001,1,Theopompus,,Fragmenta,,,urn:cts:greekLit:tlg0513.tlg001,0,0
0513,003,2,Theopompus,,Fragmentum,,,urn:cts:greekLit:tlg0513.tlg003,0,0
0514,001,1,Thugenides,,Fragmenta,,,urn:cts:greekLit:tlg0514.tlg001,0,0
0514,003,2,Thugenides,,Fragmentum,,,urn:cts:greekLit:tlg0514.tlg003,0,0
0515,001,1,Timocles,,Fragmenta,,,urn:cts:greekLit:tlg0515.tlg001,0,0
0515,003,2,Timocles,,Fragmentum,,,urn:cts:greekLit:tlg0515.tlg003,0,0
0516,001,1,Timostratus,,Fragmenta,,,urn:cts:greekLit:tlg0516.tlg001,0,0
0517,001,1,Timotheus,,Fragmenta,,,urn:cts:greekLit:tlg0517.tlg001,0,0
0518,001,1,Xenarchus,,Fragmenta,,,urn:cts:greekLit:tlg0518.tlg001,0,0
0519,001,1,Xeno,Ξένων,Fragmenta,,,urn:cts:greekLit:tlg0519.tlg001,0,0
0520,001,1,Arcesilaus,,Fragmentum,,,urn:cts:greekLit:tlg0520.tlg001,0,0
0521,008,1,Epicharmus Comic. et Pseudepicharmea,Επίχαρμος,Fragmenta,,,urn:cts:greekLit:tlg0521.tlg008,1,1
0521,010,2,Epicharmus Comic. et Pseudepicharmea,Επίχαρμος,Fragmenta Pseudepicharmea,,,urn:cts:greekLit:tlg0521.tlg010,0,0
0523,001,1,Menecrates,,Fragmenta,,,urn:cts:greekLit:tlg0523.tlg001,0,0
0523,003,2,Menecrates,,Fragmenta,,,urn:cts:greekLit:tlg0523.tlg003,0,0
0524,002,1,Sophron Mimogr.,Σώϕρων,Fragmenta,,,urn:cts:greekLit:tlg0524.tlg002,0,0
0524,005,2,Sophron Mimogr.,Σώϕρων,Fragmenta,,,urn:cts:greekLit:tlg0524.tlg005,0,0
0525,001,1,Pausanias,Παυσανίας,Description of Greece,Ἑλλάδος Περιηγήσεως,Description of Greece,urn:cts:greekLit:tlg0525.tlg001,1,1
0525,003,2,Pausanias,Παυσανίας,Graeciae descriptio (Ἀττικά),,,urn:cts:greekLit:tlg0525.tlg003,0,0
0525,006,3,Pausanias,Παυσανίας,Graeciae descriptio (Μεσσηνιακά),,,urn:cts:greekLit:tlg0525.tlg006,0,0
0525,007,4,Pausanias,Παυσανίας,Graeciae descriptio (Ἠλιακῶν Αʹ),,,urn:cts:greekLit:tlg0525.tlg007,0,0
0525,008,5,Pausanias,Παυσανίας,Graeciae descriptio (*Ἠλιακῶν Βʹ),,,urn:cts:greekLit:tlg0525.tlg008,0,0
0525,009,6,Pausanias,Παυσανίας,Graeciae descriptio (Ἀρκαδικά Αʹ),,,urn:cts:greekLit:tlg0525.tlg009,0,0
0525,010,7,Pausanias,Παυσανίας,Graeciae descriptio (Ἀχαϊκά),,,urn:cts:greekLit:tlg0525.tlg010,0,0
0526,001,1,Flavius Josephus,,Jewish Antiquities,,,urn:cts:greekLit:tlg0526.tlg001,0,1
0526,002,2,Flavius Josephus,,Life of Josephus,,,urn:cts:greekLit:tlg0526.tlg002,0,1
0526,003,3,Flavius Josephus,,Against Apion,,,urn:cts:greekLit:tlg0526.tlg003,1,1
0526,004,4,Flavius Josephus,,The Jewish War,,,urn:cts:greekLit:tlg0526.tlg004,0,1
0527,001,1,Septuaginta,,Genesis,,Genesis,urn:cts:greekLit:tlg0527.tlg001,1,1
0527,002,2,Septuaginta,,Exodus,,Exodus,urn:cts:greekLit:tlg0527.tlg002,1,1
0527,003,3,Septuaginta,,Leviticus,,Leviticus,urn:cts:greekLit:tlg0527.tlg003,1,1
0527,004,4,Septuaginta,,Numbers,,Numbers,urn:cts:greekLit:tlg0527.tlg004,1,1
0527,005,5,Septuaginta,,Deuteronomy,,,urn:cts:greekLit:tlg0527.tlg005,1,1
0527,006,6,Septuaginta,,Joshua,,,urn:cts:greekLit:tlg0527.tlg006,1,1
0527,008,7,Septuaginta,,Judges,,,urn:cts:greekLit:tlg0527.tlg008,1,1
0527,010,8,Septuaginta,,Ruth,,Ruth,urn:cts:greekLit:tlg0527.tlg010,1,1
0527,011,9,Septuaginta,,1 Samuel,,,urn:cts:greekLit:tlg0527.tlg011,1,1
0527,012,10,Septuaginta,,2 Samuel,,,urn:cts:greekLit:tlg0527.tlg012,1,1
0527,013,11,Septuaginta,,1 Kings,,,urn:cts:greekLit:tlg0527.tlg013,1,1
0527,014,12,Septuaginta,,2 Kings,,,urn:cts:greekLit:tlg0527.tlg014,1,1
0527,015,13,Septuaginta,,1 Chronicles,,,urn:cts:greekLit:tlg0527.tlg015,1,1
0527,016,14,Septuaginta,,2 Chronicles,,,urn:cts:greekLit:tlg0527.tlg016,1,1
0527,017,15,Septuaginta,,1 Esdras,,,urn:cts:greekLit:tlg0527.tlg017,1,1
0527,018,16,Septuaginta,,2 Esdras,,,urn:cts:greekLit:tlg0527.tlg018,1,1
0527,019,17,Septuaginta,,Esther,,,urn:cts:greekLit:tlg0527.tlg019,1,1
0527,020,18,Septuaginta,,Judith,,Judith,urn:cts:greekLit:tlg0527.tlg020,1,1
0527,021,19,Septuaginta,,Tobit,,,urn:cts:greekLit:tlg0527.tlg021,1,1
0527,023,20,Septuaginta,,1 Maccabees,,,urn:cts:greekLit:tlg0527.tlg023,1,1
0527,024,21,Septuaginta,,2 Maccabees,,,urn:cts:greekLit:tlg0527.tlg024,1,1
0527,025,22,Septuaginta,,Machabaeorum iii,,,urn:cts:greekLit:tlg0527.tlg025,1,1
0527,026,23,Septuaginta,,Machabaeorum iv,,,urn:cts:greekLit:tlg0527.tlg026,1,1
0527,027,24,Septuaginta,,Psalm,,,urn:cts:greekLit:tlg0527.tlg027,1,1
0527,028,25,Septuaginta,,Odae,,,urn:cts:greekLit:tlg0527.tlg028,1,1
0527,029,26,Septuaginta,,Proverbs,,,urn:cts:greekLit:tlg0527.tlg029,1,1
0527,030,27,Septuaginta,,Ecclesiastes,,,urn:cts:greekLit:tlg0527.tlg030,0,1
0527,031,28,Septuaginta,,Canticles,,,urn:cts:greekLit:tlg0527.tlg031,1,1
0527,032,29,Septuaginta,,Job,,,urn:cts:greekLit:tlg0527.tlg032,1,1
0527,033,30,Septuaginta,,Wisdom,,,urn:cts:greekLit:tlg0527.tlg033,1,1
0527,034,31,Septuaginta,,Ecclesiasticus,,,urn:cts:greekLit:tlg0527.tlg034,1,1
0527,035,32,Septuaginta,,Psalmi Salomonis,,,urn:cts:greekLit:tlg0527.tlg035,1,1
0527,036,33,Septuaginta,,Hosea,,,urn:cts:greekLit:tlg0527.tlg036,1,1
0527,037,34,Septuaginta,,Amos,,,urn:cts:greekLit:tlg0527.tlg037,1,1
0527,038,35,Septuaginta,,Micah,,,urn:cts:greekLit:tlg0527.tlg038,1,1
0527,039,36,Septuaginta,,Joel,,,urn:cts:greekLit:tlg0527.tlg039,1,1
0527,040,37,Septuaginta,,Obadiah,,,urn:cts:greekLit:tlg0527.tlg040,1,1
0527,041,38,Septuaginta,,Jonah,,,urn:cts:greekLit:tlg0527.tlg041,1,1
0527,042,39,Septuaginta,,Nahum,,,urn:cts:greekLit:tlg0527.tlg042,1,1
0527,043,40,Septuaginta,,Habakkuk,,,urn:cts:greekLit:tlg0527.tlg043,1,1
0527,044,41,Septuaginta,,Zephaniah,,,urn:cts:greekLit:tlg0527.tlg044,1,1
0527,045,42,Septuaginta,,Haggai,,,urn:cts:greekLit:tlg0527.tlg045,1,1
0527,046,43,Septuaginta,,Zechariah,,,urn:cts:greekLit:tlg0527.tlg046,1,1
0527,047,44,Septuaginta,,Malachi,,,urn:cts:greekLit:tlg0527.tlg047,1,1
0527,048,45,Septuaginta,,Isaiah,,,urn:cts:greekLit:tlg0527.tlg048,1,1
0527,049,46,Septuaginta,,Jeremiah,,,urn:cts:greekLit:tlg0527.tlg049,1,1
0527,050,47,Septuaginta,,Baruch,,,urn:cts:greekLit:tlg0527.tlg050,1,1
0527,051,48,Septuaginta,,Lamentations,,,urn:cts:greekLit:tlg0527.tlg051,1,1
0527,052,49,Septuaginta,,Epistula Jeremiae,,,urn:cts:greekLit:tlg0527.tlg052,1,1
0527,053,50,Septuaginta,,Ezekiel,,,urn:cts:greekLit:tlg0527.tlg053,1,1
0527,054,51,Septuaginta,,Susanna (translatio Graeca),,,urn:cts:greekLit:tlg0527.tlg054,1,1
0527,055,52,Septuaginta,,Susanna (Theodotionis versio),,,urn:cts:greekLit:tlg0527.tlg055,1,1
0527,056,53,Septuaginta,,Daniel,,,urn:cts:greekLit:tlg0527.tlg056,1,1
0527,057,54,Septuaginta,,Daniel (Theodotionis versio),,,urn:cts:greekLit:tlg0527.tlg057,1,1
0527,058,55,Septuaginta,,Bel et Draco (translatio Graeca),,,urn:cts:greekLit:tlg0527.tlg058,1,1
0527,059,56,Septuaginta,,Bel et Draco (Theodotionis versio),,,urn:cts:greekLit:tlg0527.tlg059,1,1
0529,002,1,Arius Didymus Doxogr.,Ἄρειος,Liber de philosophorum sectis (epitome ap. Stobaeum),,,urn:cts:greekLit:tlg0529.tlg002,1,1
0530,005,1,Pseudo-Galenus,,De fasciis,,,urn:cts:greekLit:tlg0530.tlg005,1,1
0530,006,2,Pseudo-Galenus,,Ad Gaurum quomodo animetur fetus,,,urn:cts:greekLit:tlg0530.tlg006,1,1
0530,012,3,Pseudo-Galenus,,Introductio seu medicus,,,urn:cts:greekLit:tlg0530.tlg012,1,1
0530,029,4,Pseudo-Galenus,,De remediis parabilibus,,,urn:cts:greekLit:tlg0530.tlg029,1,1
0530,032,5,Pseudo-Galenus,,De theriaca ad Pamphilianum,,,urn:cts:greekLit:tlg0530.tlg032,1,1
0530,043,6,Pseudo-Galenus,,De optima secta ad Thrasybulum,,,urn:cts:greekLit:tlg0530.tlg043,1,1
0532,001,1,Achilles Tatius,Ἀχιλλεὺς Τάτιος,Leucippe et Clitophon,,,urn:cts:greekLit:tlg0532.tlg001,0,1
0533,003,1,Callimachus Philol.,Καλλίμαχος ὁ Κυρηναῖος,Epigrams,,,urn:cts:greekLit:tlg0533.tlg003,0,1
0533,004,2,Callimachus Philol.,Καλλίμαχος ὁ Κυρηναῖος,Epigrams Fragmenta,,,urn:cts:greekLit:tlg0533.tlg004,0,1
0533,005,3,Callimachus Philol.,Καλλίμαχος ὁ Κυρηναῖος,Fragmenta,,,urn:cts:greekLit:tlg0533.tlg005,0,0
0533,006,4,Callimachus Philol.,Καλλίμαχος ὁ Κυρηναῖος,Aetia,,,urn:cts:greekLit:tlg0533.tlg006,1,1
0533,007,5,Callimachus Philol.,Καλλίμαχος ὁ Κυρηναῖος,Iambi,,,urn:cts:greekLit:tlg0533.tlg007,1,1
0533,009,6,Callimachus Philol.,Καλλίμαχος ὁ Κυρηναῖος,Hecale,,,urn:cts:greekLit:tlg0533.tlg009,1,1
0533,011,7,Callimachus Philol.,Καλλίμαχος ὁ Κυρηναῖος,Epigrammatum Fragmenta,,,urn:cts:greekLit:tlg0533.tlg011,0,0
0533,013,8,Callimachus Philol.,Καλλίμαχος ὁ Κυρηναῖος,Incertae Sedis Fragmenta,,,urn:cts:greekLit:tlg0533.tlg013,0,0
0533,015,9,Callimachus Philol.,Καλλίμαχος ὁ Κυρηναῖος,Hymn to Zeus,,,urn:cts:greekLit:tlg0533.tlg015,0,1
