author_id,author_name_latin,author_name_greek,author_name_english,epitheton,era,source,work_id,title_latin,title_english,title_greek,cts_urn,cts_confirmed
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,017,,,Περὶ συζυγιῶν,urn:cts:greekLit:tlg0087.tlg017,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,018,,,Μονόβιβλον περὶ τοῦ μὴ πάντα τὰ ῥήματα κλίνεσθαι εἰς πάντας τοὺς χρόνους,urn:cts:greekLit:tlg0087.tlg018,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,019,,,Περὶ μετοχῶν,urn:cts:greekLit:tlg0087.tlg019,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,020,,,Μονόβιβλον περὶ τοῦ ἦν,urn:cts:greekLit:tlg0087.tlg020,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,021,,,Περὶ ῥημάτων,urn:cts:greekLit:tlg0087.tlg021,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,022,,,Περὶ τῶν εἰς μι,urn:cts:greekLit:tlg0087.tlg022,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,023,,,Περὶ ἀντωνυμιῶν,urn:cts:greekLit:tlg0087.tlg023,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,024,,,Περὶ ἐπιρρημάτων,urn:cts:greekLit:tlg0087.tlg024,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,025,De figuris,,Περὶ σχημάτων,urn:cts:greekLit:tlg0087.tlg025,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,026,,,Περὶ παρωνύμων,urn:cts:greekLit:tlg0087.tlg026,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,027,,,Περὶ ῥηματικῶν ὀνομάτων,urn:cts:greekLit:tlg0087.tlg027,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,028,,,Περὶ μονοσυλλάβων,urn:cts:greekLit:tlg0087.tlg028,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,029,,,Περὶ γάμου καὶ συμβιώσεως,urn:cts:greekLit:tlg0087.tlg029,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,030,,,Συμπόσιον,urn:cts:greekLit:tlg0087.tlg030,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,031,,,Προτάσεις,urn:cts:greekLit:tlg0087.tlg031,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,032,,,Εἰς τὴν Ἀπολλωνίου εἰσαγωγήν,urn:cts:greekLit:tlg0087.tlg032,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,033,,,Περὶ μονήρους λέξεως,urn:cts:greekLit:tlg0087.tlg033,True
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,056,De figuris [Sp.] (= Περὶ σχημάτων ),,,urn:cts:greekLit:tlg0087.tlg056,False
0087,Aelius Herodianus et Pseudo-Herodianus,Αἴλιος Ἡρωδιανός,Aelius Herodianus et Pseudo-Herodianus,Gramm. et Rhet.,2nd–3rd c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,057,De figuris (epitome),,,urn:cts:greekLit:tlg0087.tlg057,False
0088,Aristoxenus,,Aristoxenus,Mus.,3th–4th c. B.C.,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,001,Elementa Harmonica,,Ἁρμονικὰ στοιχεῖα,urn:cts:greekLit:tlg0088.tlg001,True
0088,Aristoxenus,,Aristoxenus,Mus.,3th–4th c. B.C.,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,002,Elementa Rhythmica Liber 1,,,urn:cts:greekLit:tlg0088.tlg002,False
0088,Aristoxenus,,Aristoxenus,Mus.,3th–4th c. B.C.,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,003,Elementa Rhythmica Liber 2,,,urn:cts:greekLit:tlg0088.tlg003,False
0088,Aristoxenus,,Aristoxenus,Mus.,3th–4th c. B.C.,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,004,Fragmenta Parisiana,,,urn:cts:greekLit:tlg0088.tlg004,False
0088,Aristoxenus,,Aristoxenus,Mus.,3th–4th c. B.C.,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,006,Fragmenta Historica,,,urn:cts:greekLit:tlg0088.tlg006,False
0089,Praxiphanes,Πραξιφάνης,,Phil.,4th c. B.C.,tlg:cd;wikidata,,,,,,
0090,Agathemerus,,Agathemerus,Geogr.,3rd c. A.D.,tlg:cd;cts:perseids;wikidata,001,,,Geographiae informatio,urn:cts:greekLit:tlg0090.tlg001,True
0091,Xenocritus Rhodius,Ξενόκριτος Ῥόδιος,Xenocritus Rhodius,,1st c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0091.tlg001,False
0092,Anonymi Geographiae Expositio Compendiaria,,Anonymi Geographiae Expositio Compendiaria,,,tlg:cd;bcdavasconcelos;cts:perseids,001,Geographiae expositio compendiaria,,,urn:cts:greekLit:tlg0092.tlg001,True
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,001,Historiam Plantarum,Enquiry into Plants,,urn:cts:greekLit:tlg0093.tlg001,True
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,002,De Causis Plantarum,On the Causes of Plants,Περὶ φυτῶν αἰτιῶν,urn:cts:greekLit:tlg0093.tlg002,True
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,003,De sensu et sensibilibus,,,urn:cts:greekLit:tlg0093.tlg003,True
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,004,De lapidibus,,,urn:cts:greekLit:tlg0093.tlg004,True
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,005,De igne,On Fire,Περὶ πυρός,urn:cts:greekLit:tlg0093.tlg005,True
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,006,Metaphysica,Metaphysics,Ἐκ τῶν μετὰ τὰ φυσικά,urn:cts:greekLit:tlg0093.tlg006,True
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,009,Characters,Characters,Χαρακτῆρες,urn:cts:greekLit:tlg0093.tlg009,True
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,010,Fragmenta,,,urn:cts:greekLit:tlg0093.tlg010,False
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,016,Historia plantarum,,,urn:cts:greekLit:tlg0093.tlg016,False
0093,Theophrastus,Θεόφραστος,Theophrastus,Phil.,3th–4th c. B.C.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,017,Historia plantarum,,,urn:cts:greekLit:tlg0093.tlg017,False
0094,Pseudo-Plutarchus,,Pseudo-Plutarch,,,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,001,De fluviis,,,urn:cts:greekLit:tlg0094.tlg001,True
0094,Pseudo-Plutarchus,,Pseudo-Plutarch,,,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,002,De musica,,περὶ Μουσικῆς,urn:cts:greekLit:tlg0094.tlg002,True
0094,Pseudo-Plutarchus,,Pseudo-Plutarch,,,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,003,Placita Philosophorum,,Περὶ τῶν ἀρεσκόντων τοῖς φιλοσόφοις φυσικῶν δογμάτων,urn:cts:greekLit:tlg0094.tlg003,True
0095,Hermodorus,,,Phil.,4th c. B.C.,tlg:cd;wikidata,,,,,,
0096,Aesopus Scr. Fab. et Aesopica,Αἴσωπος,Aesop,,6th–7th c. B.C.,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,002,Fabulae,,Αισώπειων μύθων συναγωγή,urn:cts:greekLit:tlg0096.tlg002,True
0096,Aesopus Scr. Fab. et Aesopica,Αἴσωπος,Aesop,,6th–7th c. B.C.,tlg:cd;bcdavasconcelos;cts:perseids;wikidata,014,Epigrammata,,,urn:cts:greekLit:tlg0096.tlg014,False
0097,Diogenianus,,Diogenianus of Heraclea,Gramm.,2nd c. A.D.,tlg:cd;cts:perseids;wikidata,001,Paroemiae (epitome operis sub nomine Diogeniani) (e cod. Mazarinco),,,urn:cts:greekLit:tlg0097.tlg001,True
0098,Zenobius Sophista,,,<Paroemiogr.>,2nd c. A.D.,tlg:cd;cts:perseids;wikidata,001,Epitome collectionum Lucilli Tarrhaei et Didymi,,Ἐπιτομὴ ἐκ τῶν Ταρραίου καὶ Διδύμου παροιμιῶν συντεθεῖσα κατὰ στοιχεῖον,urn:cts:greekLit:tlg0098.tlg001,True
0099,Strabo,Στράβων,Strabo,Geogr.,1st c. B.C. – 1st c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,001,Geography,Geography,Γεωγραφικά,urn:cts:greekLit:tlg0099.tlg001,True
0099,Strabo,Στράβων,Strabo,Geogr.,1st c. B.C. – 1st c. A.D.,tlg:cd;tlg:post-e;bcdavasconcelos;cts:perseids;wikidata,004,Chrestomathiae e Strabonis Geographicorum libris,,,urn:cts:greekLit:tlg0099.tlg004,True
0101,Aceratus,Ἀκήρατος Γραμματικός,Aceratus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0101.tlg001,False
0102,Adaeus,Ἀδαῖος Μακεδών,Adaeus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0102.tlg001,False
0103,Aemilianus Rhetor,Αἰμιλιανός Νικαεύς,Aemilianus Rhetor,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0103.tlg001,False
0104,Aeschines,Αἰσχίνης Ῥήτωρ,Aeschines,,1st c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0104.tlg001,False
0105,Agis,Ἆγις,Agis,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0105.tlg001,False
0106,Alcaeus,Ἀλκαῖος Μεσσήνιος,Alcaeus,,3rd c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0106.tlg001,False
0107,Alexander Magnes,Ἀλέξανδρος Μαγνήτης,Alexander Magnes,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0107.tlg001,False
0108,Alpheius Mytilenensis,Ἀλφειός Μυτιληναῖος,Alpheius Mytilenensis,,1st c. B.C. – 1st c. A.D.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0108.tlg001,False
0109,Ammianus,Ἀμμιανός,Ammianus,,1st–2nd c. A.D.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0109.tlg001,False
0110,Ammonides,Ἀμμωνίδης,Ammonides,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0110.tlg001,False
0111,Andronicus,Ἀνδρόνικος,Andronicus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0111.tlg001,False
0112,Antiochus,Ἀντίοχος,Antiochus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0112.tlg001,False
0113,Antipater of Sidon,Ἀντίπατρος Σιδώνιος,Antipater of Sidon,,1th–2th c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0113.tlg001,False
0114,Antipater of Thessalonica,Ἀντίπατρος Θεσσαλονικεύς,Antipater of Thessalonica,,1st c. B.C. – 1st c. A.D.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0114.tlg001,False
0116,Abydenus,,Abydenus 2. Ad,Hist.,,tlg:cd;bcdavasconcelos;wikidata,002,Fragmenta FHG iv. p. 279 Fragmenta historicorum Graecorum (FHG) 4 280-284,,,urn:cts:greekLit:tlg0116.tlg002,False
0117,Antiphanes Macedo,Ἀντιφάνης Μακεδών,Antiphanes Macedo,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0117.tlg001,False
0118,Antiphilus Byzantius,Ἀντίφιλος Βυζάντιος,Antiphilus Byzantius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0118.tlg001,False
0119,Antistius,Ἀντίστιος,Antistius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0119.tlg001,False
0120,Antonius Argivus,Ἀντώνιος Ἀργεῖος,Antonius Argivus,,1st c. A.D.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0120.tlg001,False
0121,Anyte of Tegea,Ἀνύτη Τεγεᾶτις,Anyte of Tegea,,3rd c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0121.tlg001,False
0122,Apollinarius,Ἀπολλινάριος,Apollinarius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0122.tlg001,False
0124,Apollonides Smyrnaeus,Ἀπολλωνίδης Σμυρναῖος,Apollonides Smyrnaeus,,1st c. B.C. – 1st c. A.D.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0124.tlg001,False
0125,Zenonis,,,Epistula,,tlg:cd,,,,,,
0126,Archias,,Archias,,,bcdavasconcelos,001,Epigrammata,,,urn:cts:greekLit:tlg0126.tlg001,False
0127,Aulus Licinius Archias,,Aulus Licinius Archias,Epigr.,,tlg:cd;bcdavasconcelos;wikidata,001,Fragmenta,,,urn:cts:greekLit:tlg0127.tlg001,False
0128,Zoilus Amphipolitanus,Ζωίλος,Zoilus Amphipolitanus,,4th c. B.C.,bcdavasconcelos;wikidata,001,Testimonia,,,urn:cts:greekLit:tlg0128.tlg001,False
0131,Archimelus,Ἀρχίμηλος,Archimelus,Epigr.,,tlg:cd;bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0131.tlg001,False
0132,Marcus Argentarius,Μάρκος Ἀργεντάριος,Marcus Argentarius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0132.tlg001,False
0133,Aristodicus Rhodius,Ἀριστόδικος Ῥόδιος,Aristodicus Rhodius,,3rd c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0133.tlg001,False
0134,Ariston,Ἀρίστων,Ariston,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0134.tlg001,False
0135,Artemidorus Tarsensis,Ἀρτεμίδωρος Ταρσεύς,Artemidorus Tarsensis,,,bcdavasconcelos;wikidata,002,Epigrammata,,,urn:cts:greekLit:tlg0135.tlg002,False
0136,Artemon,Ἀρτέμων,Artemon,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0136.tlg001,False
0137,Asclepiades,Ἀσκληπιάδης Σάμιος,Asclepiades of Samos,Epigr.,3th–4th c. B.C.,tlg:cd;bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0137.tlg001,False
0137,Asclepiades,Ἀσκληπιάδης Σάμιος,Asclepiades of Samos,Epigr.,3th–4th c. B.C.,tlg:cd;bcdavasconcelos;wikidata,002,Fragmenta,,,urn:cts:greekLit:tlg0137.tlg002,False
0138,Anonymi Epigrammatici,,Anonymi Epigrammatici,,,bcdavasconcelos,001,The Hortatory and Admonitory Epigrams,,,urn:cts:greekLit:tlg0138.tlg001,False
0140,Automedon Cyzicenus,Αὐτομέδων,Automedon Cyzicenus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0140.tlg001,False
0141,Athenaeus,Ἀθήναιος Ἐπιγραμματοποιός,Athenaeus,Epigr.,,tlg:cd;bcdavasconcelos;wikidata,002,Epigrammata,,,urn:cts:greekLit:tlg0141.tlg002,False
0142,Bacis Eleus,Βάκις,Bacis Eleus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0142.tlg001,False
0143,Lollius Bassus,Λόλλιος Βάσσος,Lollius Bassus,,1st c. B.C. – 1st c. A.D.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0143.tlg001,False
0144,Besantinus,Βησαντίνος,Besantinus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0144.tlg001,False
0145,Bianor Bithynius,Βιάνωρ,Bianor Bithynius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0145.tlg001,False
0146,Boethus,Βόηθος ὁ ἐλεγειογράφος,Boethus Tarsensis,Epigr.,,tlg:cd;bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0146.tlg001,False
0147,Calleas,Καλλίας Ἀργεῖος,Calleas,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0147.tlg001,False
0148,Callicter,Κιλλάκτωρ,Callicter,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0148.tlg001,False
0149,Capito,Καπίτων,Capito,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0149.tlg001,False
0150,Carphyllides,Καρφυλλίδης,Carphyllides,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0150.tlg001,False
0151,Cerealius,Κερεάλιος,Cerealius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0151.tlg001,False
0152,Chaeremon,Χαιρήμων,Chaeremon,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0152.tlg001,False
0153,Cornelius Longus,Κορνήλιος Λόγγος,Cornelius Longus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0153.tlg001,False
0154,Crinagoras,Κριναγόρας,Crinagoras,,1st c. B.C. – 1st c. A.D.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0154.tlg001,False
0156,Cyllenius,Κυλλήνιος,Cyllenius,,,bcdavasconcelos;wikidata,001,Epigramma,,,urn:cts:greekLit:tlg0156.tlg001,False
0157,Cyrillus,Κύριλλος,Cyrillus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0157.tlg001,False
0158,Damagetus,Δαμάγητος,Damagetus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0158.tlg001,False
0159,Demetrius Bithynius,Δημήτριος Βιθυνός,Demetrius Bithynius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0159.tlg001,False
0160,Demiurgus,Δημιουργός,Demiurgus,,,bcdavasconcelos;wikidata,001,Epigramma,,,urn:cts:greekLit:tlg0160.tlg001,False
0161,Democritus,Δημόκριτος,Democritus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0161.tlg001,False
0162,Diocles Rhetor,Ἰούλιος Διοκλῆς,Diocles Rhetor,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0162.tlg001,False
0163,Diodorus,Διόδωρος Ἐπιγραμματοποιός,Diodorus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0163.tlg001,False
0164,Diodorus Zonas,Διόδωρος Ζωνᾶς,Diodorus Zonas,,1st c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0164.tlg001,False
0165,Diodorus,Διόδωρος Σαρδιανός,Diodorus Sardianus,Rhet.,,tlg:cd;bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0165.tlg001,False
0166,Diodorus Aristophaneus,Διόδωρος ὁ Ταρσεύς,Diodorus Aristophaneus,,1st c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0166.tlg001,False
0167,Dionysius,Διονύσιος,Dionysius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0167.tlg001,False
0168,Dionysius Andrius,Διονύσιος Ἄνδριος,Dionysius Andrius,,,bcdavasconcelos;wikidata,001,Epigramma,,,urn:cts:greekLit:tlg0168.tlg001,False
0169,Dionysius Cyzicenus,Διονύσιος Κυζικηνός,Dionysius Cyzicenus,,2th–3th c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0169.tlg001,False
0170,Dionysius Rhodius,Διονύσιος Ῥόδιος,Dionysius Rhodius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0170.tlg001,False
0171,Dionysius Sophista,Διονύσιος σοφιστής,Dionysius Sophista,,1st–2nd c. A.D.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0171.tlg001,False
0172,Diophanes Myrinus,Διοφάνης Μυριναῖος,Diophanes Myrinus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0172.tlg001,False
0173,Dioscorides,Διοσκουρίδης,Dioscorides,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0173.tlg001,False
0174,Diotimus,,Diotimus Adramyttenus,Epic.,,tlg:cd;bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0174.tlg001,False
0174,Diotimus,,Diotimus Adramyttenus,Epic.,,tlg:cd;bcdavasconcelos;wikidata,003,Fragmentum,,,urn:cts:greekLit:tlg0174.tlg003,False
0175,Diotimus Atheniensis,Διότιμος Ἀθηναῖος,Diotimus Atheniensis,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0175.tlg001,False
0176,Diotimus Milesius,Διότιμος Μιλήσιος,Diotimus Milesius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0176.tlg001,False
0177,Diphilus Atheniensis,Δίφιλος Ἀθηναῖος,Diphilus Atheniensis,,3th–4th c. B.C.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0177.tlg001,False
0178,Duris Eleaticus,Δοῦρις Ἐλαΐτης,Duris Eleaticus,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0178.tlg001,False
0179,Epigonus Thessalonicensis,Ἐπίγονος Θεσσαλονικεύς,Epigonus Thessalonicensis,,,bcdavasconcelos;wikidata,001,Epigramma,,,urn:cts:greekLit:tlg0179.tlg001,False
0180,Erycius Cyzicenus,,Erycius Cyzicenus,,,bcdavasconcelos,001,Epigrammata,,,urn:cts:greekLit:tlg0180.tlg001,False
0181,Etruscus,,Etruscus,,,bcdavasconcelos;wikidata,001,Epigramma,,,urn:cts:greekLit:tlg0181.tlg001,False
0182,Evenus Ascalonius,Εὔηνος,Evenus Ascalonius,,,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0182.tlg001,False
0183,Evenus Atheniensis,Εὔηνος,Evenus Atheniensis,,,bcdavasconcelos;wikidata,001,Epigramma,,,urn:cts:greekLit:tlg0183.tlg001,False
0184,Eugenes,Εὐγενής,Eugenes,,,bcdavasconcelos;wikidata,001,Epigramma,,,urn:cts:greekLit:tlg0184.tlg001,False
0185,Evodus,Εὔοδος,Evodus,,2nd–3rd c. A.D.,bcdavasconcelos;wikidata,001,Epigrammata,,,urn:cts:greekLit:tlg0185.tlg001,False
